"Genes"	"logFC: 2M WT vs 2M HET"	"FDR: 2M WT vs 2M HET"	"logFC: 6M WT vs 6M HET"	"FDR: 6M WT vs 6M HET"	"logFC: 18M WT vs 18M HET"	"FDR: 18M WT vs 18M HET"	"logFC: 24M WT vs 24M HET"	"FDR: 24M WT vs 24M HET"	"Gene Symbol"	"Gene Description"
"ENSMUSG00000045930"	-0.261874523690221	0.838342904060524	0.0483430678917232	0.999744995548852	0.0675699580927967	0.982081617306668	0.484166397955678	0.335487966183946	"Clec14a"	"C-type lectin domain family 14, member a"
"ENSMUSG00000045932"	0.155951425913424	0.802557780670667	0.051205097168877	0.999744995548852	0.0825783524603546	0.943131155471673	0.0877481253174275	0.784617994905886	"Ifit2"	"interferon-induced protein with tetratricopeptide repeats 2"
"ENSMUSG00000045934"	-0.0336708096897081	0.982611668475051	-0.250907610641665	0.999744995548852	0.277706521414469	0.625089416264664	0.256090332964328	0.473473373417693	"Mtmr11"	"myotubularin related protein 11"
"ENSMUSG00000045948"	-0.149836875150518	0.743174373819418	-0.168236067311475	0.999744995548852	-0.0194736147749435	0.988137393607584	-0.0709855089770258	0.828412974906688	"Mrps12"	"mitochondrial ribosomal protein S12"
"ENSMUSG00000045954"	-0.094129145435797	0.914712234621975	-0.124805201902803	0.999744995548852	0.165007664403846	0.854607858801106	-0.155475065947648	0.644745035779163	"Sdpr"	"serum deprivation response"
"ENSMUSG00000045962"	0.0325396660616723	0.943011230077711	-0.00436602028610806	0.999744995548852	-0.0270998277130516	0.972081324130787	-0.0452697451655986	0.807531589042053	"Wnk1"	"WNK lysine deficient protein kinase 1"
"ENSMUSG00000045967"	0.1194756289385	0.592469592469359	-0.0324641939883291	0.999744995548852	-0.124529750551218	0.463283456145626	-0.131534007326248	0.249971334485715	"Gpr158"	"G protein-coupled receptor 158"
"ENSMUSG00000045968"	-0.047147479033264	0.984194269508768	-0.2791694476399	0.999744995548852	-0.243539683363589	0.907836076450328	0.449794431058287	0.47237715065183	"Teddm2"	"transmembrane epididymal family member 2"
"ENSMUSG00000045969"	-0.172017501714581	0.568003920185545	-0.148854749878961	0.999744995548852	0.0179968144397874	0.987186742852723	0.125123842576384	0.555760384255612	"Ing1"	"inhibitor of growth family, member 1"
"ENSMUSG00000045973"	0.021793313543928	0.953116012831467	-0.107002027766271	0.999744995548852	-0.0666058003858264	0.840625027565246	0.0525137700479977	0.733840429961142	"Slc25a51"	"solute carrier family 25, member 51"
"ENSMUSG00000045975"	0.0382166019158547	0.971274137987156	-0.0277034359672206	0.999744995548852	-0.0545791884391165	0.974079392467689	0.00454295523733504	0.99303044494725	"C2cd2"	"C2 calcium-dependent domain containing 2"
"ENSMUSG00000045980"	-0.075538629511058	0.914712234621975	-0.0618273062672275	0.999744995548852	0.152747411123648	0.775531856786909	0.123818496292044	0.65300513511762	"Tmem104"	"transmembrane protein 104"
"ENSMUSG00000045983"	0.0185622466146725	0.950159885207402	-0.00093557002565745	0.999744995548852	0.0145092322977698	0.977421032238354	0.0230146030359599	0.870939841823097	"Eif4g1"	"eukaryotic translation initiation factor 4, gamma 1"
"ENSMUSG00000045991"	0.15029817586672	0.890339664258821	-0.0272914760206803	0.999744995548852	-0.107177253985173	0.943537646700459	-0.10464451895285	0.826072686427087	"Onecut2"	"one cut domain, family member 2"
"ENSMUSG00000045994"	0.0923108899063984	0.640142523904497	-0.0668198246045657	0.999744995548852	-0.0528830341421644	0.878940234148108	-0.0176590288507267	0.918574557186717	"B3gat1"	"beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)"
"ENSMUSG00000045996"	-0.168971487552779	0.937387454821744	0.181784969495805	0.999744995548852	0.371129742553199	0.837653466121369	-0.0635140547944991	0.958025170973187	"Polr2k"	"DNA-directed RNA polymerases I, II, and III subunit RPABC4"
"ENSMUSG00000046008"	-0.0240010878176423	0.99697171475346	-0.341307777521016	0.999744995548852	0.222518190970627	0.971865580589952	-0.367447955617145	0.782076482670116	"Pnlip"	"pancreatic lipase"
"ENSMUSG00000046010"	0.0426404396166118	0.971274137987156	-0.0885123840713001	0.999744995548852	0.104201331879494	0.943537646700459	-0.16105595605033	0.709939885443037	"Zfp830"	"zinc finger protein 830"
"ENSMUSG00000046020"	0.1020986066948	0.816283509886044	0.0588298107134181	0.999744995548852	0.0618125844352563	0.937730628217326	0.229379227945047	0.113432879688073	"Pofut1"	"protein O-fucosyltransferase 1"
"ENSMUSG00000046027"	-0.00982249901505395	0.99591767610261	-0.0347510694640148	0.999744995548852	-0.0911951758599796	0.94744453832108	0.288349285879932	0.372810797022027	"Stard5"	"StAR-related lipid transfer (START) domain containing 5"
"ENSMUSG00000046032"	-0.0111710518766054	0.990040168889109	0.0863531337596337	0.999744995548852	0.056151949084236	0.943131155471673	0.00817293652286482	0.980072450986722	"Snx12"	"sorting nexin 12"
"ENSMUSG00000046034"	-0.176180912328949	0.710347090064127	-0.0916678312831159	0.999744995548852	-0.0757335384805632	0.943537646700459	-0.0851916530113134	0.797686830255258	"Otulin"	"OTU deubiquitinase with linear linkage specificity"
"ENSMUSG00000046056"	0.1379380194974	0.895079320416328	0.0805637721974459	0.999744995548852	-0.0123898267354223	0.994720726886767	0.318807200361684	0.255015285055992	"Sbsn"	"suprabasin"
"ENSMUSG00000046058"	-0.000151875294451418	0.999913414317868	-0.0109365619160542	0.999744995548852	-0.0316345749495027	0.977908680677713	0.115594189639629	0.657412467956771	"Eid2"	"EP300 interacting inhibitor of differentiation 2"
"ENSMUSG00000046062"	-0.11892914695685	0.76903101823637	-0.00163820275354105	0.999744995548852	-0.0622384518280133	0.939463041728211	0.0514979317811535	0.839236627819161	"Ppp1r15b"	"protein phosphatase 1, regulatory (inhibitor) subunit 15b"
"ENSMUSG00000046079"	0.153171762985838	0.632365791683186	0.101564449577016	0.999744995548852	0.084348722288235	0.88232214824482	0.0178589985522958	0.949641021641312	"Lrrc8d"	"leucine rich repeat containing 8D"
"ENSMUSG00000046085"	-0.0192628417038528	0.997082424707747	0.213715684485757	0.999744995548852	-0.208851187260447	0.965772887222713	0.514773676523255	0.657491776450659	"4931422A03Rik"	""
"ENSMUSG00000046093"	0.0541634339766615	0.86284185937454	0.0108942365948829	0.999744995548852	-0.0585067565506269	0.874737803042676	-0.217656343413463	0.00467174799180242	"Hpcal4"	"hippocalcin-like 4"
"ENSMUSG00000046096"	0.032824907895793	0.945905343826747	0.0351904172177104	0.999744995548852	-0.0671602444406831	0.899991834534682	-0.0938674521296842	0.580164615155058	"BC030336"	"cDNA sequence BC030336"
"ENSMUSG00000046101"	-0.0123771895132719	0.997082424707747	-0.185835760555769	0.999744995548852	0.0497659845482304	0.986877046081407	-0.21652419417579	0.733445459756609	"Mcmdc2"	"minichromosome maintenance domain containing 2"
"ENSMUSG00000046109"	0.288586810322583	0.890752276942093	0.49191392775488	0.999744995548852	-0.385901992962881	0.822716198462709	0.652667006840835	0.267779827540133	"AB041806"	""
"ENSMUSG00000046111"	0.0811807624685336	0.895963884090837	0.122863004114366	0.999744995548852	0.0942197228405672	0.893373831059532	0.0727195742803873	0.796808952564002	"Cep295"	"centrosomal protein 295"
"ENSMUSG00000046138"	0.0522835504177819	0.905246184072346	0.0683046802098256	0.999744995548852	-0.113864589938356	0.651333797572346	-0.0331102009997925	0.877857628387173	"9930021J03Rik"	"RIKEN cDNA 9930021J03 gene"
"ENSMUSG00000046139"	-0.112171156560783	0.836330507834701	-0.0360469168729593	0.999744995548852	0.0230406841694652	0.986877046081407	-0.0987876838920156	0.723441558894715	"Patl1"	"protein associated with topoisomerase II homolog 1 (yeast)"
"ENSMUSG00000046152"	-0.0883118378604929	0.916303358873739	0.126657348093304	0.999744995548852	-0.00123044319592578	0.998979147085425	0.234415661308605	0.396844853711576	"Fut10"	"fucosyltransferase 10"
"ENSMUSG00000046157"	0.0446027823194374	0.943647239991258	0.0275814656222784	0.999744995548852	0.00321923225579385	0.99834401144297	0.0914425396317175	0.73127583678717	"Tmem229b"	"transmembrane protein 229B"
"ENSMUSG00000046159"	-0.0542646181055677	0.915715116080661	-0.040425676024749	0.999744995548852	-0.031657890416094	0.973263198189849	-0.151006883917658	0.379364311525069	"Chrm3"	"cholinergic receptor, muscarinic 3, cardiac"
"ENSMUSG00000046160"	-0.0634596638021315	0.92477223535449	-0.0671412678657604	0.999744995548852	-0.22474459906292	0.436520204408673	0.0711049492526529	0.810756595740945	"Olig1"	"oligodendrocyte transcription factor 1"
"ENSMUSG00000046167"	0.229216015482304	0.899201397594482	-0.176576159963928	0.999744995548852	0.213801245522456	0.938436949934873	0.506645802412868	0.330511187288713	"Gldn"	"gliomedin"
"ENSMUSG00000046169"	0.320323052178509	0.64247431189859	0.0487698426853777	0.999744995548852	-0.0379879421536092	0.987186742852723	0.366981156445626	0.303933133402805	"Adamts6"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6"
"ENSMUSG00000046178"	0.013551871198649	0.98320943234057	0.0383515834172496	0.999744995548852	0.038709043544999	0.955381030731788	0.0403484410960226	0.851557569074942	"Nxph1"	"neurexophilin 1"
"ENSMUSG00000046182"	0.0984183595090289	0.695723957621876	0.0561747956403237	0.999744995548852	0.00166218811940144	0.99834401144297	-0.0839232778192769	0.562371895018287	"Gsg1l"	"GSG1-like"
"ENSMUSG00000046185"	-0.185625817200533	0.74855055489591	-0.0167986094273782	0.999744995548852	-0.206844348473705	0.689316824046799	-0.202377586319254	0.480858342372907	"Zfp84"	"zinc finger protein 84"
"ENSMUSG00000046186"	-0.270526565487424	0.863935946722679	0.0172974467147692	0.999744995548852	0.0533195700712476	0.986529508788174	0.848989855196915	0.00688107559184146	"Cd109"	"CD109 antigen"
"ENSMUSG00000046191"	0.0242288125178714	0.986651043769518	0.0841242630288003	0.999744995548852	-0.164018308243262	0.863858666955967	-0.190002703677347	0.603542820758238	"Pcdhb20"	"protocadherin beta 20"
"ENSMUSG00000046192"	-0.254222093744165	0.904070240321699	-0.0189460153556844	0.999744995548852	0.675179360044327	0.517619005357867	0.093223447670634	0.938389057998763	"Iqub"	"IQ motif and ubiquitin domain containing"
"ENSMUSG00000046201"	0.0149319496882613	0.982335800724681	-0.0851607931079008	0.999744995548852	-0.109689149717871	0.735909790071575	0.0139455595969115	0.955835607901489	"Scaf8"	"SR-related CTD-associated factor 8"
"ENSMUSG00000046204"	0.0249994393481476	0.950159885207402	-0.0180155997611269	0.999744995548852	-0.0370468852621121	0.943537646700459	-0.091996352125998	0.512079107173559	"Pnma2"	"paraneoplastic antigen MA2"
"ENSMUSG00000046207"	-0.13776550453049	0.928443556752692	0.373959394151509	0.999744995548852	0.148415637010343	0.943537646700459	0.257172994493344	0.660959007448629	"Pik3r6"	"phosphoinositide-3-kinase, regulatory subunit 6"
"ENSMUSG00000046215"	0.0792757897763189	0.934270500783722	-0.0310890053650031	0.999744995548852	-0.286139626483624	0.491238626375022	0.152246774222737	0.67819484311997	"Rprml"	"reprimo-like"
"ENSMUSG00000046219"	0.310376141254739	0.832739631451657	0.21836530869369	0.999744995548852	0.217888295445282	0.93080003875414	-0.0981514274463007	0.924044288202632	"C230012O17Rik"	""
"ENSMUSG00000046223"	-0.56043908108179	0.823103530116266	-0.953509545856681	0.999744995548852	-0.0379403472750253	0.994720726886767	0.609666031753627	0.50117996266742	"Plaur"	"plasminogen activator, urokinase receptor"
"ENSMUSG00000046229"	0.727427560864367	0.714657825534188	-0.211374573922542	0.999744995548852	-1.32971377896262	0.287308836432752	0.1402428803151	0.938455186914557	"Scand1"	"SCAN domain-containing 1"
"ENSMUSG00000046230"	0.205511160924069	0.453034113301152	-0.0397256589926153	0.999744995548852	-0.129256177248234	0.736961453655739	-0.200760358270839	0.218780639064544	"Vps13a"	"vacuolar protein sorting 13A (yeast)"
"ENSMUSG00000046240"	-0.205965422259194	0.0741359621285363	-0.0544227182328848	0.999744995548852	-0.0748589419220782	0.807179107509451	0.0306413892613228	0.854405943812059	"Hepacam"	"hepatocyte cell adhesion molecule"
"ENSMUSG00000046269"	-0.0664143216005504	0.939793486026933	-0.0904316358209755	0.999744995548852	-0.122843719640616	0.898320422784364	0.123340417253858	0.731075779249623	"Usp27x"	"ubiquitin specific peptidase 27, X chromosome"
"ENSMUSG00000046280"	-0.182524462267921	0.863935946722679	-0.0774277745466657	0.999744995548852	-0.0377461956592605	0.987609608844371	-0.116496659518255	0.844049947205925	"She"	"src homology 2 domain-containing transforming protein E"
"ENSMUSG00000046287"	0.117792363149843	0.783466909467244	0.181085463988532	0.999744995548852	0.17310506939009	0.514947472808319	0.0398968121321226	0.89309728607103	"Pnma3"	"paraneoplastic antigen MA3"
"ENSMUSG00000046311"	-0.136517369741309	0.537314183065869	0.0403921520401947	0.999744995548852	-0.0355951676498477	0.958246093117818	0.0126240597487031	0.959173676289207	"Zfp62"	"zinc finger protein 62"
"ENSMUSG00000046312"	-0.244391369333608	0.405057277850797	-0.0610440366169566	0.999744995548852	-0.329970364198522	0.0567850952668216	-0.377697727414123	0.0243443881358181	"AI464131"	"expressed sequence AI464131"
"ENSMUSG00000046314"	-0.0485038243640071	0.901998684712185	0.0595743603356858	0.999744995548852	-0.0990290079304604	0.654174951585078	-0.157800434613005	0.121134365999233	"Stxbp6"	"syntaxin binding protein 6 (amisyn)"
"ENSMUSG00000046318"	0.356588109665766	0.62051672861904	0.0115148680433509	0.999744995548852	0.00711918491798567	0.99834401144297	0.37354738761348	0.316916395255156	"Ccbe1"	"collagen and calcium binding EGF domains 1"
"ENSMUSG00000046321"	0.110702436855865	0.8576607643443	-0.0543570060158228	0.999744995548852	-0.152135619377755	0.797637008283473	-0.220495280839133	0.356580688037955	"Hs3st2"	"heparan sulfate (glucosamine) 3-O-sulfotransferase 2"
"ENSMUSG00000046324"	-0.111994654416111	0.655860185297249	-0.0800033481523421	0.999744995548852	-0.0979598839248672	0.732418840445568	0.0724751544747922	0.658647430406409	"Ermp1"	"endoplasmic reticulum metallopeptidase 1"
"ENSMUSG00000046329"	-0.0182225887956964	0.959532985144437	-0.0878257094909179	0.999744995548852	-0.0552061447814247	0.878244400899187	-0.105464830473269	0.305732502290489	"Slc25a23"	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
"ENSMUSG00000046330"	-0.169411482397909	0.89668167630312	-0.0597303822921745	0.999744995548852	-0.213207679743046	0.874737803042676	0.0374322934313156	0.95620406330563	"Rpl37a"	"ribosomal protein L37a"
"ENSMUSG00000046338"	-0.0720026691389547	0.98503877933425	0.0936880221109742	0.999744995548852	0.17350014642464	0.977421032238354	0.345763802219104	0.741686901543904	"Gpat2"	"glycerol-3-phosphate acyltransferase 2, mitochondrial"
"ENSMUSG00000046341"	0.148038479963542	0.968404459345194	0.159375859703776	0.999744995548852	0.0590980515542656	0.992202045111732	-0.471557167521507	0.729456674728576	"Gm11223"	""
"ENSMUSG00000046351"	-0.0420405661665336	0.940571719192818	0.103248588496168	0.999744995548852	-0.112401159558808	0.805487685619947	-0.140019456513384	0.471627358455731	"Zfp322a"	"zinc finger protein 322A"
"ENSMUSG00000046352"	-0.234866168949941	0.817172421509336	-0.206559859093818	0.999744995548852	0.160202243211273	0.927889454548654	-0.413967207250262	0.281944850628899	"Gjb2"	"gap junction protein, beta 2"
"ENSMUSG00000046364"	-0.10542435210094	0.818690391794479	-0.043530556279149	0.999744995548852	0.0432753477908048	0.963404533313709	-0.0933818204519395	0.704633246495801	"Rpl27a"	"ribosomal protein L27A"
"ENSMUSG00000046378"	-0.0289021863599271	0.973280257084046	0.0593564030005224	0.999744995548852	-0.0113587181120722	0.992849715217551	0.0167651710100489	0.968671724480679	"Asphd1"	"aspartate beta-hydroxylase domain containing 1"
"ENSMUSG00000046380"	0.135725636447519	0.909492907603734	-0.0688060525715577	0.999744995548852	0.192381383622196	0.878940234148108	-0.110380187467977	0.836625107390088	"Jrk"	"jerky"
"ENSMUSG00000046387"	-0.11256516969302	0.859460781813554	0.0622762175681157	0.999744995548852	-0.0809411137890755	0.937730628217326	-0.179380284524401	0.502542254375281	"Pcdhb17"	"protocadherin beta 17"
"ENSMUSG00000046402"	-0.145540852010711	0.886059378043811	-0.178614992222342	0.999744995548852	-0.0459067799809271	0.982879064372997	0.0444959991208545	0.938389057998763	"Rbp1"	"retinol binding protein 1, cellular"
"ENSMUSG00000046404"	-0.121884473858796	0.83198595241696	0.0470337190119181	0.999744995548852	-0.125617940194279	0.839279905259479	0.0807172377428074	0.796242839738261	"Yod1"	"YOD1 OTU deubiquitinating enzyme 1 homologue (S. cerevisiae)"
"ENSMUSG00000046408"	0.459626342388974	0.886059378043811	-0.0594509549004256	0.999744995548852	0.20312750845442	0.968613697744413	1.27713509509763	0.096025763161015	"1700067K01Rik"	"RIKEN cDNA 1700067K01 gene"
"ENSMUSG00000046410"	-0.141013698348958	0.922001218165105	0.224775226987959	0.999744995548852	0.259400383782328	0.855518766126353	0.533248465804784	0.174856584149674	"Kcnk6"	"potassium inwardly-rectifying channel, subfamily K, member 6"
"ENSMUSG00000046415"	0.505842564381253	0.789261923036976	0.252589921409027	0.999744995548852	0.104932700640035	0.978274503432238	-0.358647967781585	0.722382488584546	"B430212C06Rik"	""
"ENSMUSG00000046417"	-0.127635807712366	0.884440294216801	-0.0637351397588514	0.999744995548852	0.0105425215984511	0.994996803832741	0.0987550600149433	0.832602203439782	"Lrrc75a"	"leucine rich repeat containing 75A"
"ENSMUSG00000046432"	-0.0306970917370034	0.950159885207402	-0.00124885732976798	0.999744995548852	-0.0502347223000379	0.943537646700459	0.185903526972032	0.169424093211433	"Ngfrap1"	"nerve growth factor receptor (TNFRSF16) associated protein 1"
"ENSMUSG00000046434"	-0.229893836909992	0.552573092969954	0.216288828807511	0.999744995548852	0.128704732539076	0.849320291192593	0.0773511303922918	0.83798011749576	"Hnrnpa1"	"predicted gene 5803"
"ENSMUSG00000046441"	0.0965573707710598	0.914712234621975	-0.327051831906158	0.999744995548852	0.0748975208397129	0.955381030731788	-0.200292805069378	0.550795192081781	"Cmtr2"	"cap methyltransferase 2"
